produto_id,nome,categoria,projeto,preco_atual,preco_alvo,preco_teto,distancia_ate_alvo,desde,porque
qcy-h3-anc,QCY H3 ANC,fone,2026-fone-bluetooth-para-chamadas,296.64,260.0,330.0,36.64,2026-08-26,"Produto lidera a pesquisa web, mas a compra deve esperar confirmacao manual e preco melhor."
