data_coleta,produto_id,loja,vendedor,vendedor_tipo,anuncio_id,variacao,preco,preco_promocional,frete_valor,frete_prazo_dias,custo_extra,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total,nota,n_avaliacoes,nota_ajustada,garantia_meses,garantia_tipo,link,flag_suspeita,fonte,confirmacao,score,estoque,proveniencia
2026-09-21T13:41:21,intelbras-vbox-1100-e,Amazon,Amazon.com.br,terceiro,,"6 unidades (6 x R$ 21,09)",126.54,,0.0,1,0.0,126.54,0.0,,0.0,126.54,4.8,182,4.511,,nenhuma,https://www.amazon.com.br/dp/B07YHTXR8F,,web,coleta,,disponivel,"{""estoque"": {""data"": ""2026-09-21T13:41:21"", ""estado"": ""conferido"", ""evidencia"": ""pagina Amazon B07YHTXR8F 21/09; medida interna nao informada: confirmar se a fonte 9V cabe [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""frete"": {""data"": ""2026-09-21T13:41:21"", ""estado"": ""conferido"", ""evidencia"": ""pagina Amazon B07YHTXR8F 21/09; medida interna nao informada: confirmar se a fonte 9V cabe [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""garantia"": {""data"": ""2026-09-21T13:41:21"", ""estado"": ""conferido"", ""evidencia"": ""pagina Amazon B07YHTXR8F 21/09; medida interna nao informada: confirmar se a fonte 9V cabe [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""preco"": {""data"": ""2026-09-21T13:41:21"", ""estado"": ""conferido"", ""evidencia"": ""pagina Amazon B07YHTXR8F 21/09; medida interna nao informada: confirmar se a fonte 9V cabe [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""variacao"": {""data"": ""2026-09-21T13:41:21"", ""estado"": ""conferido"", ""evidencia"": ""pagina Amazon B07YHTXR8F 21/09; medida interna nao informada: confirmar se a fonte 9V cabe [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""vendedor"": {""data"": ""2026-09-21T13:41:21"", ""estado"": ""conferido"", ""evidencia"": ""pagina Amazon B07YHTXR8F 21/09; medida interna nao informada: confirmar se a fonte 9V cabe [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}}"
