produto_id,nome,score,qualidade,valor,risco,aderencia,conveniencia,status,motivos,alertas,fonte,confianca,idade_dias,cotacao_vencida,eixos_sem_dado,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total
intelbras-wd-purple-64gb,Cartao microSD 64GB WD Purple Intelbras (4600163),0,0.0,1.0,0.559,0.5,0.5,cortado,nota_ajustada abaixo do gate (0.0 < 4.3); avaliacoes insuficientes (0 < 300); categoria exige vendedor oficial,,web,0.45,0,nao,qualidade; conveniencia; aderencia,893.16,0.0,,0.0,893.16
