data_coleta,produto_id,loja,vendedor,vendedor_tipo,anuncio_id,variacao,preco,preco_promocional,frete_valor,frete_prazo_dias,custo_extra,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total,nota,n_avaliacoes,nota_ajustada,garantia_meses,garantia_tipo,link,flag_suspeita,fonte,confirmacao,score,estoque,proveniencia
2026-09-21T13:41:24,alumbra-2766-plugue-femea,Amazon,[nao verificado],terceiro,,"6 unidades (6 x R$ 15,18)",91.08,,0.0,,0.0,91.08,0.0,,0.0,91.08,4.6,338,4.472,,nenhuma,https://www.amazon.com.br/dp/B07CL12ZLJ,,web,coleta,,,"{""estoque"": {""data"": null, ""estado"": ""nao_conferido"", ""evidencia"": """", ""origem"": ""legado_sem_evidencia""}, ""frete"": {""data"": ""2026-09-21T13:41:24"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07CL12ZLJ); vendedor e frete nao verificados; em loja fisica costuma sair mais barato"", ""origem"": ""observacao_direta""}, ""garantia"": {""data"": ""2026-09-21T13:41:24"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07CL12ZLJ); vendedor e frete nao verificados; em loja fisica costuma sair mais barato"", ""origem"": ""observacao_direta""}, ""preco"": {""data"": ""2026-09-21T13:41:24"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07CL12ZLJ); vendedor e frete nao verificados; em loja fisica costuma sair mais barato"", ""origem"": ""observacao_direta""}, ""variacao"": {""data"": ""2026-09-21T13:41:24"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07CL12ZLJ); vendedor e frete nao verificados; em loja fisica costuma sair mais barato"", ""origem"": ""observacao_direta""}, ""vendedor"": {""data"": ""2026-09-21T13:41:24"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07CL12ZLJ); vendedor e frete nao verificados; em loja fisica costuma sair mais barato"", ""origem"": ""observacao_direta""}}"
