produto_id,nome,score,qualidade,valor,risco,aderencia,conveniencia,status,motivos,alertas,fonte,confianca,idade_dias,cotacao_vencida,eixos_sem_dado,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total
steck-sdr22530a,Interruptor DR Steck SDR22530A 2P 25A 30mA Tipo A,77.5,0.0,1.0,0.38,0.5,1.0,elegivel,,,web,0.55,0,nao,qualidade; aderencia,85.38,0.0,,0.0,85.38
