produto_id,nome,score,qualidade,valor,risco,aderencia,conveniencia,status,motivos,alertas,fonte,confianca,idade_dias,cotacao_vencida,eixos_sem_dado,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total
steck-sdd62c10,Disjuntor bipolar Steck SDD62C10 10A curva C,75.9,0.81,1.0,0.38,0.5,0.5,elegivel,,,web,0.75,0,nao,conveniencia; aderencia,38.9,0.0,,0.0,38.9
