data_coleta,produto_id,loja,vendedor,vendedor_tipo,anuncio_id,variacao,preco,preco_promocional,frete_valor,frete_prazo_dias,custo_extra,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total,nota,n_avaliacoes,nota_ajustada,garantia_meses,garantia_tipo,link,flag_suspeita,fonte,confirmacao,score
2026-09-06T19:21:57,bosch-f000te195a,DPaschoal,DPaschoal S.A.,oficial,,,236.96,,0.0,,0.0,236.96,0.0,,0.0,236.96,4.9,150,4.525,12,nacional,https://www.dpaschoal.com.br/bomba-combustivel-eletrica-interna-alcool-gasolina-f000te195a-bosch/p,,web,coleta,
2026-09-06T19:22:01,bosch-f000te195a,Mercado Livre,OK PARTS Oficial,oficial,,,356.42,,0.0,,0.0,356.42,0.0,,0.0,356.42,4.8,1200,4.714,12,nacional,https://www.mercadolivre.com.br/bomba-combustivel-bosch-f000te195a-hb20-c3-aircross-j3-flex/up/MLBU3936149142,,web,coleta,
