data_coleta,produto_id,loja,vendedor,vendedor_tipo,anuncio_id,variacao,preco,preco_promocional,frete_valor,frete_prazo_dias,custo_extra,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total,nota,n_avaliacoes,nota_ajustada,garantia_meses,garantia_tipo,link,flag_suspeita,fonte,confirmacao,score,estoque,proveniencia
2026-09-21T13:41:29,clamper-front-20ka-175v,Amazon,[nao verificado],terceiro,,"2 unidades (2 x R$ 41,90), para 220V fase-fase",83.8,,0.0,,0.0,83.8,0.0,,0.0,83.8,4.6,32,4.334,,nenhuma,https://www.amazon.com.br/dp/B07WSF554Q,,web,coleta,,,"{""estoque"": {""data"": null, ""estado"": ""nao_conferido"", ""evidencia"": """", ""origem"": ""legado_sem_evidencia""}, ""frete"": {""data"": ""2026-09-21T13:41:29"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07WSF554Q); 175V so vale se o 220V for fase-fase [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""garantia"": {""data"": ""2026-09-21T13:41:29"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07WSF554Q); 175V so vale se o 220V for fase-fase [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""preco"": {""data"": ""2026-09-21T13:41:29"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07WSF554Q); 175V so vale se o 220V for fase-fase [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""variacao"": {""data"": ""2026-09-21T13:41:29"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07WSF554Q); 175V so vale se o 220V for fase-fase [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}, ""vendedor"": {""data"": ""2026-09-21T13:41:29"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B07WSF554Q); 175V so vale se o 220V for fase-fase [VERIFICAR com Fabio]"", ""origem"": ""observacao_direta""}}"
