data_coleta,produto_id,loja,vendedor,vendedor_tipo,anuncio_id,variacao,preco,preco_promocional,frete_valor,frete_prazo_dias,custo_extra,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total,nota,n_avaliacoes,nota_ajustada,garantia_meses,garantia_tipo,link,flag_suspeita,fonte,confirmacao,score,estoque,proveniencia
2026-09-21T13:41:37,ppa-cremalheira-gold-1m,Amazon,[nao verificado],terceiro,,"4 barras de 1 m (4 x R$ 58,00)",232.0,,0.0,,0.0,232.0,0.0,,0.0,232.0,5.0,1,4.303,,nenhuma,https://www.amazon.com.br/dp/B0G15GL48Q,,web,coleta,,,"{""estoque"": {""data"": null, ""estado"": ""nao_conferido"", ""evidencia"": """", ""origem"": ""legado_sem_evidencia""}, ""frete"": {""data"": ""2026-09-21T13:41:37"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B0G15GL48Q); so necessaria se o kit do motor nao trouxer 4 m ou se quiser a reforcada"", ""origem"": ""observacao_direta""}, ""garantia"": {""data"": ""2026-09-21T13:41:37"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B0G15GL48Q); so necessaria se o kit do motor nao trouxer 4 m ou se quiser a reforcada"", ""origem"": ""observacao_direta""}, ""preco"": {""data"": ""2026-09-21T13:41:37"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B0G15GL48Q); so necessaria se o kit do motor nao trouxer 4 m ou se quiser a reforcada"", ""origem"": ""observacao_direta""}, ""variacao"": {""data"": ""2026-09-21T13:41:37"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B0G15GL48Q); so necessaria se o kit do motor nao trouxer 4 m ou se quiser a reforcada"", ""origem"": ""observacao_direta""}, ""vendedor"": {""data"": ""2026-09-21T13:41:37"", ""estado"": ""conferido"", ""evidencia"": ""busca Amazon 21/09 (B0G15GL48Q); so necessaria se o kit do motor nao trouxer 4 m ou se quiser a reforcada"", ""origem"": ""observacao_direta""}}"
