produto_id,nome,score,qualidade,valor,risco,aderencia,conveniencia,status,motivos,alertas,fonte,confianca,idade_dias,cotacao_vencida,eixos_sem_dado,custo_total,custo_operacional_mensal,tco_meses,valor_revenda_estimado,tco_total
universal-15640,Fechadura Dianteira Direita Universal Automotive 15640 Eletrica,79.3,0.501,1.0,0.712,1.0,1.0,elegivel,,,manual,1.0,0,nao,,219.1,0.0,,0.0,219.1
mobis-81320-1s021,Fechadura Dianteira Direita Genuina Hyundai Mobis 81320-1S021,75.4,0.784,0.592,0.728,1.0,0.5,elegivel,,,web,0.9,9,nao,conveniencia,370.3,0.0,,0.0,370.3
